location_raw;Índice de Gini;Distribución de la renta P80/P20
0105902027 Vitoria-Gasteiz sección 02027;;
0105902028 Vitoria-Gasteiz sección 02028;;
0105902029 Vitoria-Gasteiz sección 02029;;
0105902030 Vitoria-Gasteiz sección 02030;;
0105902031 Vitoria-Gasteiz sección 02031;;
0105902032 Vitoria-Gasteiz sección 02032;;
0105902033 Vitoria-Gasteiz sección 02033;;
0105902034 Vitoria-Gasteiz sección 02034;;
0105902035 Vitoria-Gasteiz sección 02035;;
0105902036 Vitoria-Gasteiz sección 02036;;
0105902037 Vitoria-Gasteiz sección 02037;;
0105902038 Vitoria-Gasteiz sección 02038;;
0105902039 Vitoria-Gasteiz sección 02039;;
0105902040 Vitoria-Gasteiz sección 02040;;
0105902041 Vitoria-Gasteiz sección 02041;;
0105902042 Vitoria-Gasteiz sección 02042;;
0105902043 Vitoria-Gasteiz sección 02043;;
0105902044 Vitoria-Gasteiz sección 02044;;
0105902045 Vitoria-Gasteiz sección 02045;;
0105902046 Vitoria-Gasteiz sección 02046;;
0105903 Vitoria-Gasteiz distrito 03;;
0105903001 Vitoria-Gasteiz sección 03001;;
0105903002 Vitoria-Gasteiz sección 03002;;
0105903003 Vitoria-Gasteiz sección 03003;;
0105903004 Vitoria-Gasteiz sección 03004;;
0105903005 Vitoria-Gasteiz sección 03005;;
0105903006 Vitoria-Gasteiz sección 03006;;
0105903008 Vitoria-Gasteiz sección 03008;;
0105903009 Vitoria-Gasteiz sección 03009;;
0105903010 Vitoria-Gasteiz sección 03010;;
0105903011 Vitoria-Gasteiz sección 03011;;
0105903012 Vitoria-Gasteiz sección 03012;;
0105903013 Vitoria-Gasteiz sección 03013;;
0105903014 Vitoria-Gasteiz sección 03014;;
0105903015 Vitoria-Gasteiz sección 03015;;
0105903016 Vitoria-Gasteiz sección 03016;;
0105903017 Vitoria-Gasteiz sección 03017;;
0105903018 Vitoria-Gasteiz sección 03018;;
0105903019 Vitoria-Gasteiz sección 03019;;
0105903020 Vitoria-Gasteiz sección 03020;;
0105903021 Vitoria-Gasteiz sección 03021;;
0105903022 Vitoria-Gasteiz sección 03022;;
0105903023 Vitoria-Gasteiz sección 03023;;
0105903025 Vitoria-Gasteiz sección 03025;;
0105903026 Vitoria-Gasteiz sección 03026;;
0105903027 Vitoria-Gasteiz sección 03027;;
0105903028 Vitoria-Gasteiz sección 03028;;
0105903029 Vitoria-Gasteiz sección 03029;;
0105903030 Vitoria-Gasteiz sección 03030;;
0105903031 Vitoria-Gasteiz sección 03031;;
0105903032 Vitoria-Gasteiz sección 03032;;
0105903034 Vitoria-Gasteiz sección 03034;;
0105903035 Vitoria-Gasteiz sección 03035;;
0105903036 Vitoria-Gasteiz sección 03036;;
0105903037 Vitoria-Gasteiz sección 03037;;
0105903038 Vitoria-Gasteiz sección 03038;;
0105903039 Vitoria-Gasteiz sección 03039;;
0105903040 Vitoria-Gasteiz sección 03040;;
0105903041 Vitoria-Gasteiz sección 03041;;
0105903042 Vitoria-Gasteiz sección 03042;;
0105904 Vitoria-Gasteiz distrito 04;;
0105904001 Vitoria-Gasteiz sección 04001;;
0105904002 Vitoria-Gasteiz sección 04002;;
0105904004 Vitoria-Gasteiz sección 04004;;
0105904005 Vitoria-Gasteiz sección 04005;;
0105904006 Vitoria-Gasteiz sección 04006;;
0105904007 Vitoria-Gasteiz sección 04007;;
0105904008 Vitoria-Gasteiz sección 04008;;
0105904009 Vitoria-Gasteiz sección 04009;;
0105904010 Vitoria-Gasteiz sección 04010;;
0105904012 Vitoria-Gasteiz sección 04012;;
0105904014 Vitoria-Gasteiz sección 04014;;
0105904015 Vitoria-Gasteiz sección 04015;;
0105904016 Vitoria-Gasteiz sección 04016;;
0105904017 Vitoria-Gasteiz sección 04017;;
0105904018 Vitoria-Gasteiz sección 04018;;
0105904019 Vitoria-Gasteiz sección 04019;;
0105904020 Vitoria-Gasteiz sección 04020;;
0105904021 Vitoria-Gasteiz sección 04021;;
0105904022 Vitoria-Gasteiz sección 04022;;
0105904023 Vitoria-Gasteiz sección 04023;;
0105904024 Vitoria-Gasteiz sección 04024;;
0105904025 Vitoria-Gasteiz sección 04025;;
0105904026 Vitoria-Gasteiz sección 04026;;
0105904027 Vitoria-Gasteiz sección 04027;;
0105904028 Vitoria-Gasteiz sección 04028;;
0105904029 Vitoria-Gasteiz sección 04029;;
0105904031 Vitoria-Gasteiz sección 04031;;
0105904032 Vitoria-Gasteiz sección 04032;;
0105905 Vitoria-Gasteiz distrito 05;;
0105905001 Vitoria-Gasteiz sección 05001;;
0105905002 Vitoria-Gasteiz sección 05002;;
0105905003 Vitoria-Gasteiz sección 05003;;
0105905004 Vitoria-Gasteiz sección 05004;;
0105905005 Vitoria-Gasteiz sección 05005;;
0105905006 Vitoria-Gasteiz sección 05006;;
0105905007 Vitoria-Gasteiz sección 05007;;
0105905008 Vitoria-Gasteiz sección 05008;;
0105905009 Vitoria-Gasteiz sección 05009;;
0105905010 Vitoria-Gasteiz sección 05010;;
0105905011 Vitoria-Gasteiz sección 05011;;
0105905012 Vitoria-Gasteiz sección 05012;;
0105905013 Vitoria-Gasteiz sección 05013;;
0105905014 Vitoria-Gasteiz sección 05014;;
0105905015 Vitoria-Gasteiz sección 05015;;
0105905016 Vitoria-Gasteiz sección 05016;;
0105905017 Vitoria-Gasteiz sección 05017;;
0105905018 Vitoria-Gasteiz sección 05018;;
0105905019 Vitoria-Gasteiz sección 05019;;
0105905020 Vitoria-Gasteiz sección 05020;;
0105905021 Vitoria-Gasteiz sección 05021;;
0105905022 Vitoria-Gasteiz sección 05022;;
0105905023 Vitoria-Gasteiz sección 05023;;
0105905025 Vitoria-Gasteiz sección 05025;;
0105905026 Vitoria-Gasteiz sección 05026;;
0105905027 Vitoria-Gasteiz sección 05027;;
0105905028 Vitoria-Gasteiz sección 05028;;
0105905029 Vitoria-Gasteiz sección 05029;;
0105905030 Vitoria-Gasteiz sección 05030;;
0105905031 Vitoria-Gasteiz sección 05031;;
0105905032 Vitoria-Gasteiz sección 05032;;
0105905033 Vitoria-Gasteiz sección 05033;;
0105905034 Vitoria-Gasteiz sección 05034;;
0105905035 Vitoria-Gasteiz sección 05035;;
0105905036 Vitoria-Gasteiz sección 05036;;
0105905037 Vitoria-Gasteiz sección 05037;;
0105905038 Vitoria-Gasteiz sección 05038;;
0105906 Vitoria-Gasteiz distrito 06;;
0105906001 Vitoria-Gasteiz sección 06001;;
0105906002 Vitoria-Gasteiz sección 06002;;
0105906003 Vitoria-Gasteiz sección 06003;;
27066 Viveiro;29,4;2,6
2706601 Viveiro distrito 01;30,3;2,6
2706601001 Viveiro sección 01001;32;2,9
2706601002 Viveiro sección 01002;34,5;3
2706601003 Viveiro sección 01003;29,5;2,5
2706601004 Viveiro sección 01004;28,5;2,4
2706601005 Viveiro sección 01005;29,5;2,6
2706601006 Viveiro sección 01006;28,6;2,6
2706601007 Viveiro sección 01007;28,9;2,5
2706602 Viveiro distrito 02;26,7;2,1
2706602001 Viveiro sección 02001;26,7;2,1
2706603 Viveiro distrito 03;25,6;2,3
2706603001 Viveiro sección 03001;25,6;2,3
2706604 Viveiro distrito 04;27;2,3
2706604001 Viveiro sección 04001;27,1;2,2
2706604002 Viveiro sección 04002;26,9;2,2
44267 Vivel del Río Martín;.;.
4426701 Vivel del Río Martín distrito 01;.;.
4426701001 Vivel del Río Martín sección 01001;.;.
12140 Viver;31,4;2,7
1214001 Viver distrito 01;31,4;2,7
1214001001 Viver sección 01001;31,4;2,7
08308 Viver i Serrateix;37,7;2
0830801 Viver i Serrateix distrito 01;37,7;2
0830801001 Viver i Serrateix sección 01001;37,7;2
02085 Viveros;28,3;2,4
0208501 Viveros distrito 01;28,3;2,4
0208501001 Viveros sección 01001;28,3;2,4
09478 Vizcaínos;.;.
0947801 Vizcaínos distrito 01;.;.
0947801001 Vizcaínos sección 01001;.;.
42216 Vizmanos;.;.
4221601 Vizmanos distrito 01;.;.
4221601001 Vizmanos sección 01001;.;.
18189 Víznar;29,5;2,5
1818901 Víznar distrito 01;29,5;2,5
1818901001 Víznar sección 01001;29,5;2,5
39102 Voto;28;2,2
3910201 Voto distrito 01;28;2,2
3910201001 Voto sección 01001;26,5;2,1
3910201002 Voto sección 01002;28,6;2,4
42217 Vozmediano;.;.
4221701 Vozmediano distrito 01;.;.
4221701001 Vozmediano sección 01001;.;.
47230 Wamba;22,9;1,9
4723001 Wamba distrito 01;22,9;1,9
4723001001 Wamba sección 01001;22,9;1,9
03081 Xaló;35,4;3
0308101 Xaló distrito 01;35,5;3,2
0308101001 Xaló sección 01001;35,5;3,2
0308102 Xaló distrito 02;35,2;3
0308102001 Xaló sección 02001;35,2;3
46145 Xàtiva;31,9;2,6
4614501 Xàtiva distrito 01;35,2;3,1
4614501002 Xàtiva sección 01002;33,8;2,9
4614501003 Xàtiva sección 01003;35,7;3,3
4614502 Xàtiva distrito 02;33,5;2,8
4614502001 Xàtiva sección 02001;35,7;2,8
4614502002 Xàtiva sección 02002;32,7;2,6
4614502003 Xàtiva sección 02003;31,1;2,9
4614503 Xàtiva distrito 03;31,3;2,7
4614503001 Xàtiva sección 03001;35,3;3,4
4614503002 Xàtiva sección 03002;31,4;2,5
4614503003 Xàtiva sección 03003;28,4;2,5
4614503004 Xàtiva sección 03004;32,7;2,7
4614503005 Xàtiva sección 03005;28,5;2,5
4614504 Xàtiva distrito 04;30,5;2,4
4614504001 Xàtiva sección 04001;30,2;2,5
4614504002 Xàtiva sección 04002;33,4;3
4614504003 Xàtiva sección 04003;35,8;3,1
4614504004 Xàtiva sección 04004;28,4;2,4
4614504005 Xàtiva sección 04005;29;2,4
4614504006 Xàtiva sección 04006;26,5;2,2
4614505 Xàtiva distrito 05;32,4;2,7
4614505001 Xàtiva sección 05001;32,1;2,7
4614505002 Xàtiva sección 05002;30,2;2,7
4614505003 Xàtiva sección 05003;31,8;2,7
4614505004 Xàtiva sección 05004;33,1;2,8
46143 Xeraco;26,9;2,3
4614301 Xeraco distrito 01;26,9;2,3
4614301001 Xeraco sección 01001;26,9;2,2
4614301002 Xeraco sección 01002;28,1;2,4
4614301003 Xeraco sección 01003;24,9;2,2
46146 Xeresa;25,8;2
4614601 Xeresa distrito 01;25,8;2
4614601001 Xeresa sección 01001;25,8;2
27021 Xermade;26,1;2,2
2702101 Xermade distrito 01;26,1;2,2
2702101001 Xermade sección 01001;26,1;2,2
2702101002 Xermade sección 01002;;
2702101003 Xermade sección 01003;;
12052 Xert;31,1;2,5
1205201 Xert distrito 01;31,1;2,5
1205201001 Xert sección 01001;31,1;2,5
43052 Xerta;30,8;2,5
4305201 Xerta distrito 01;30,8;2,5
4305201001 Xerta sección 01001;30,8;2,5
32032 Xinzo de Limia;30,6;2,5
3203201 Xinzo de Limia distrito 01;30,6;2,5
3203201001 Xinzo de Limia sección 01001;30,6;2,7
3203201002 Xinzo de Limia sección 01002;32,2;2,9
3203201003 Xinzo de Limia sección 01003;25,9;2,3
3203201005 Xinzo de Limia sección 01005;28,9;2,2
3203201007 Xinzo de Limia sección 01007;27;2,3
3203201009 Xinzo de Limia sección 01009;31,1;2,7
3203201010 Xinzo de Limia sección 01010;33,1;3
46110 Xirivella;31,2;2,8
4611001 Xirivella distrito 01;31,2;2,8
4611001001 Xirivella sección 01001;33;3
4611001003 Xirivella sección 01003;34,1;2,9
4611001005 Xirivella sección 01005;31,3;2,7
4611001006 Xirivella sección 01006;33,8;3,1
4611001007 Xirivella sección 01007;31,3;2,5
4611001008 Xirivella sección 01008;30,2;2,9
4611001009 Xirivella sección 01009;27,2;2,4
4611001010 Xirivella sección 01010;32,6;2,9
4611001011 Xirivella sección 01011;28,1;2,4
4611001012 Xirivella sección 01012;32,1;3
4611001013 Xirivella sección 01013;34,1;2,7
4611001015 Xirivella sección 01015;34,7;3,1
4611001016 Xirivella sección 01016;31,8;3
4611001017 Xirivella sección 01017;31,6;3,1
4611001018 Xirivella sección 01018;35,7;3,2
4611001019 Xirivella sección 01019;28,7;2,4
4611001020 Xirivella sección 01020;28;2,4
4611001021 Xirivella sección 01021;26,5;2,3
4611001022 Xirivella sección 01022;29,3;2,5
4611001023 Xirivella sección 01023;31,3;2,9
4611001024 Xirivella sección 01024;26,2;2,2
27025 Xove;24;2,1
2702501 Xove distrito 01;24,1;2,1
2702501001 Xove sección 01001;23,6;2
2702501002 Xove sección 01002;24,8;2
2702502 Xove distrito 02;23,4;2
2702502001 Xove sección 02001;23,4;2
32036 Xunqueira de Ambía;27,7;2,4
3203601 Xunqueira de Ambía distrito 01;28,4;2,4
3203601001 Xunqueira de Ambía sección 01001;28,4;2,4
3203602 Xunqueira de Ambía distrito 02;26,8;2,3
3203602001 Xunqueira de Ambía sección 02001;26,8;2,3
32037 Xunqueira de Espadanedo;28,2;2
3203701 Xunqueira de Espadanedo distrito 01;28,2;2
3203701001 Xunqueira de Espadanedo sección 01001;28,2;2
35034 Yaiza;31;2,7
3503401 Yaiza distrito 01;31;2,7
3503401001 Yaiza sección 01001;34;2,6
3503401002 Yaiza sección 01002;27,9;2,3
3503401003 Yaiza sección 01003;26;2,2
3503401004 Yaiza sección 01004;33,9;2,9
3503401005 Yaiza sección 01005;31,8;2,5
3503401006 Yaiza sección 01006;29;2,3
42218 Yanguas;40,6;2,8
4221801 Yanguas distrito 01;40,6;2,8
4221801001 Yanguas sección 01001;40,6;2,8
40231 Yanguas de Eresma;30,7;2,4
4023101 Yanguas de Eresma distrito 01;30,7;2,4
4023101001 Yanguas de Eresma sección 01001;30,7;2,4
46261 Yátova;28,2;2,3
4626101 Yátova distrito 01;28,2;2,3
4626101001 Yátova sección 01001;28,2;2,3
45200 Yébenes, Los;27,7;2,3
4520001 Yébenes, Los distrito 01;28;2,4
4520001001 Yébenes, Los sección 01001;24,5;2
4520001002 Yébenes, Los sección 01002;29,6;2,3
4520001003 Yébenes, Los sección 01003;28,4;2,4
4520002 Yébenes, Los distrito 02;27,9;2,2
4520002001 Yébenes, Los sección 02001;28,7;2,2
4520002002 Yébenes, Los sección 02002;26,3;2,2
4520002003 Yébenes, Los sección 02003;28,8;2,4
19326 Yebes;29,4;2,5
1932601 Yebes distrito 01;29,4;2,5
1932601001 Yebes sección 01001;30,9;2,5
1932601002 Yebes sección 01002;28,1;2,4
19327 Yebra;37,5;3
1932701 Yebra distrito 01;37,5;3
1932701001 Yebra sección 01001;37,5;3
22252 Yebra de Basa;20,5;1,9
2225201 Yebra de Basa distrito 01;20,5;1,9
2225201001 Yebra de Basa sección 01001;20,5;1,9
30043 Yecla;28,5;2,2
3004301 Yecla distrito 01;28,5;2,2
3004301001 Yecla sección 01001;26,1;2,3
3004301002 Yecla sección 01002;26,9;2,3
3004301003 Yecla sección 01003;27,8;2,5
3004301004 Yecla sección 01004;28,4;2,5
3004301005 Yecla sección 01005;25,8;2,2
3004301006 Yecla sección 01006;26,8;2,1
3004301007 Yecla sección 01007;27,3;2,2
3004301008 Yecla sección 01008;31,6;2,4
3004301009 Yecla sección 01009;27,8;2,3
3004301010 Yecla sección 01010;34;3,1
3004301011 Yecla sección 01011;34,5;2,8
3004301012 Yecla sección 01012;27,3;2,2
3004301013 Yecla sección 01013;32,7;2,3
3004301014 Yecla sección 01014;27,6;2,2
3004301015 Yecla sección 01015;26,9;2
3004301016 Yecla sección 01016;27,1;2,2
3004301017 Yecla sección 01017;27,7;2,2
3004301018 Yecla sección 01018;24,7;2,1
3004301019 Yecla sección 01019;27,8;2,2
3004301020 Yecla sección 01020;25,1;2,2
3004301021 Yecla sección 01021;33,8;2,6
3004301022 Yecla sección 01022;27,9;2,1
3004301023 Yecla sección 01023;27,4;2,1
3004301024 Yecla sección 01024;26,6;2,1
3004301025 Yecla sección 01025;33,5;2,9
3004301026 Yecla sección 01026;25,1;2
3004301027 Yecla sección 01027;25,8;2,1
3004301028 Yecla sección 01028;26,4;2,1
3004301029 Yecla sección 01029;33;2,4
3004301030 Yecla sección 01030;21,3;1,9
37377 Yecla de Yeltes;24,9;2,1
3737701 Yecla de Yeltes distrito 01;24,9;2,1
3737701001 Yecla de Yeltes sección 01001;24,9;2,1
01060 Yécora/Iekora;;
0106001 Yécora/Iekora distrito 01;;
0106001001 Yécora/Iekora sección 01001;;
19329 Yélamos de Abajo;.;.
1932901 Yélamos de Abajo distrito 01;.;.
1932901001 Yélamos de Abajo sección 01001;.;.
19330 Yélamos de Arriba;.;.
1933001 Yélamos de Arriba distrito 01;.;.
1933001001 Yélamos de Arriba sección 01001;.;.
45201 Yeles;31,2;2,6
4520101 Yeles distrito 01;31,2;2,6
4520101001 Yeles sección 01001;30,4;2,7
4520101002 Yeles sección 01002;28,8;2,5
4520101003 Yeles sección 01003;34,9;3,3
42219 Yelo;.;.
4221901 Yelo distrito 01;.;.
4221901001 Yelo sección 01001;.;.
16276 Yémeda;.;.
1627601 Yémeda distrito 01;.;.
1627601001 Yémeda sección 01001;.;.
45202 Yepes;26,7;2,4
4520201 Yepes distrito 01;27,4;2,3
4520201001 Yepes sección 01001;26,9;2,2
4520201002 Yepes sección 01002;27,7;2,5
4520202 Yepes distrito 02;26,2;2,3
4520202001 Yepes sección 02001;26,3;2,3
4520202002 Yepes sección 02002;25,9;2,3
33078 Yernes y Tameza;25,6;2,2
3307801 Yernes y Tameza distrito 01;25,6;2,2
3307801001 Yernes y Tameza sección 01001;25,6;2,2
31261 Yesa;;
3126101 Yesa distrito 01;;
3126101001 Yesa sección 01001;;
46262 Yesa, La;29,5;2,4
4626201 Yesa, La distrito 01;29,5;2,4
4626201001 Yesa, La sección 01001;29,5;2,4
22253 Yésero;.;.
2225301 Yésero distrito 01;.;.
2225301001 Yésero sección 01001;.;.
02086 Yeste;27;2,2
0208601 Yeste distrito 01;27;2,2
0208601001 Yeste sección 01001;26,3;2,1
0208601003 Yeste sección 01003;28,3;2,3
45203 Yuncler;30,6;2,5
4520301 Yuncler distrito 01;30,6;2,5
4520301001 Yuncler sección 01001;31,6;2,8
4520301002 Yuncler sección 01002;29,5;2,4
45204 Yunclillos;29,1;2,4
4520401 Yunclillos distrito 01;29,1;2,4
4520401001 Yunclillos sección 01001;29,1;2,4
45205 Yuncos;30,9;2,5
4520501 Yuncos distrito 01;30,9;2,5
4520501001 Yuncos sección 01001;31,7;3
4520501002 Yuncos sección 01002;29,6;2,6
4520501003 Yuncos sección 01003;32,3;2,7
4520501004 Yuncos sección 01004;29,2;2,6
4520501005 Yuncos sección 01005;30,8;2,6
4520501006 Yuncos sección 01006;30,8;2,8
29100 Yunquera;26,6;2,4
2910001 Yunquera distrito 01;26,6;2,4
2910001001 Yunquera sección 01001;25,9;2,4
2910001002 Yunquera sección 01002;27,1;2,4
19331 Yunquera de Henares;29,1;2,4
1933101 Yunquera de Henares distrito 01;29,1;2,4
1933101001 Yunquera de Henares sección 01001;29,7;2,5
1933101002 Yunquera de Henares sección 01002;28,5;2,5
19332 Yunta, La;.;.
1933201 Yunta, La distrito 01;.;.
1933201001 Yunta, La sección 01001;.;.
31262 Zabalza/Zabaltza;;
3126201 Zabalza/Zabaltza distrito 01;;
3126201001 Zabalza/Zabaltza sección 01001;;
09480 Zael;28,7;2,6
0948001 Zael distrito 01;28,7;2,6
0948001001 Zael sección 01001;28,7;2,6
18192 Zafarraya;31,4;3
1819201 Zafarraya distrito 01;31,4;3
1819201001 Zafarraya sección 01001;31,4;3
06158 Zafra;30,7;2,7
0615801 Zafra distrito 01;30,8;2,7
0615801001 Zafra sección 01001;32,1;2,7
0615801002 Zafra sección 01002;29,2;2,4
0615801003 Zafra sección 01003;30,1;2,5
0615801004 Zafra sección 01004;32,9;2,6
0615801005 Zafra sección 01005;31,4;2,8
0615801006 Zafra sección 01006;28,8;2,4
0615802 Zafra distrito 02;29,9;2,7
0615802001 Zafra sección 02001;29,4;2,6
0615802002 Zafra sección 02002;29,2;2,1
0615802003 Zafra sección 02003;30,6;2,6
0615802004 Zafra sección 02004;29,6;2,5
0615802005 Zafra sección 02005;29;2,5
16277 Zafra de Záncara;34;2,8
1627701 Zafra de Záncara distrito 01;34;2,8
1627701001 Zafra de Záncara sección 01001;34;2,8
16278 Zafrilla;.;.
1627801 Zafrilla distrito 01;.;.
1627801001 Zafrilla sección 01001;.;.
18913 Zagra;29,2;2,3
1891301 Zagra distrito 01;29,2;2,3
1891301001 Zagra sección 01001;29,2;2,3
11042 Zahara;26,1;2,1
1104201 Zahara distrito 01;26,1;2,1
1104201001 Zahara sección 01001;26,1;2,1
06159 Zahínos;25,8;2,3
0615901 Zahínos distrito 01;28,3;2,4
0615901001 Zahínos sección 01001;28,3;2,4
0615902 Zahínos distrito 02;23,7;2,2
0615902001 Zahínos sección 02001;23,7;2,2
50296 Zaida, La;24,2;2,1
5029601 Zaida, La distrito 01;24,2;2,1
5029601001 Zaida, La sección 01001;24,2;2,1
22254 Zaidín;30,1;2,6
2225401 Zaidín distrito 01;30,1;2,6
2225401001 Zaidín sección 01001;30,1;2,6
2225401002 Zaidín sección 01002;29,8;2,5
06160 Zalamea de la Serena;30,6;2,7
0616001 Zalamea de la Serena distrito 01;30,6;2,7
0616001001 Zalamea de la Serena sección 01001;30,6;2,4
0616001002 Zalamea de la Serena sección 01002;30,4;2,7
0616001003 Zalamea de la Serena sección 01003;29,7;2,4
21078 Zalamea la Real;29,9;2,5
2107801 Zalamea la Real distrito 01;29,8;2,7
2107801001 Zalamea la Real sección 01001;29,9;2,7
2107801002 Zalamea la Real sección 01002;29,4;2,3
2107802 Zalamea la Real distrito 02;29,9;2,7
