location_raw;Edad media de la población;Porcentaje de población menor de 18 años;Porcentaje de población de 65 y más años;Tamaño medio del hogar;Porcentaje de hogares unipersonales;Población
12093 Pobla de Benifassà, la;51,1;7,3;24,5;1,85;47,6;192
1209301 Pobla de Benifassà, la distrito 01;51,1;7,3;24,5;1,85;48,2;192
1209301001 Pobla de Benifassà, la sección 01001;51,1;7,3;24,5;1,85;50,7;192
25169 Pobla de Cérvoles, La;53;8,5;31,2;2,01;47,6;189
2516901 Pobla de Cérvoles, La distrito 01;53;8,5;31,2;2,01;48,2;189
2516901001 Pobla de Cérvoles, La sección 01001;53;8,5;31,2;2,01;48,9;189
08165 Pobla de Claramunt, La;41,4;21,2;19,4;2,68;23,1;2.192
0816501 Pobla de Claramunt, La distrito 01;41,4;21,2;19,4;2,68;23,1;2.192
0816501001 Pobla de Claramunt, La sección 01001;41,4;21,2;19,4;2,68;23,1;2.192
46199 Pobla de Farnals, la;41,6;18,8;17;2,39;33,6;7.957
4619901 Pobla de Farnals, la distrito 01;41,6;18,8;17;2,39;33,6;7.957
4619901001 Pobla de Farnals, la sección 01001;42,5;18,5;19,8;2,59;25,3;1.587
4619901002 Pobla de Farnals, la sección 01002;42,4;17,1;18,3;2,8;19,1;1.465
4619901003 Pobla de Farnals, la sección 01003;37,2;24,1;11,2;2,74;21,5;1.951
4619901004 Pobla de Farnals, la sección 01004;45,9;13,4;22,5;1,85;50,7;1.406
4619901005 Pobla de Farnals, la sección 01005;41,6;19,1;15,3;2,14;41,1;1.548
08166 Pobla de Lillet, La;52,6;9,8;33,8;2,11;40;1.073
0816601 Pobla de Lillet, La distrito 01;52,6;9,8;33,8;2,11;40;1.073
0816601001 Pobla de Lillet, La sección 01001;52,6;9,8;33,8;2,11;40;1.073
0816601002 Pobla de Lillet, La sección 01002;;;;;;
43109 Pobla de Mafumet, La;34,2;24;8;2,86;23,5;3.887
4310901 Pobla de Mafumet, La distrito 01;34,2;24;8;2,86;23,5;3.887
4310901001 Pobla de Mafumet, La sección 01001;34,7;23,3;8,7;2,8;25,2;2.847
4310901002 Pobla de Mafumet, La sección 01002;32,8;25,9;5,9;3,05;18,5;1.040
43110 Pobla de Massaluca, La;51,1;11,7;35,3;2,25;34,8;317
4311001 Pobla de Massaluca, La distrito 01;51,1;11,7;35,3;2,25;34,8;317
4311001001 Pobla de Massaluca, La sección 01001;51,1;11,7;35,3;2,25;34,8;317
43111 Pobla de Montornès, La;42,8;19,5;20,2;2,45;30,8;2.824
4311101 Pobla de Montornès, La distrito 01;42,8;19,5;20,2;2,45;30,8;2.824
4311101001 Pobla de Montornès, La sección 01001;43,8;18,7;21,4;2,37;34,3;1.037
4311101002 Pobla de Montornès, La sección 01002;42,2;19,9;19,5;2,5;28,7;1.787
25171 Pobla de Segur, La;46,3;16,1;25,9;2,29;36,8;2.946
2517101 Pobla de Segur, La distrito 01;46,3;16,1;25,9;2,29;36,8;2.946
2517101001 Pobla de Segur, La sección 01001;46,6;15,2;25,7;2,29;37,2;1.370
2517101002 Pobla de Segur, La sección 01002;46;16,8;26;2,28;36,5;1.576
46202 Pobla de Vallbona, la;38;22,8;11,2;2,63;25,1;24.143
4620201 Pobla de Vallbona, la distrito 01;38;22,8;11,2;2,63;25,1;24.143
4620201001 Pobla de Vallbona, la sección 01001;41,7;18,9;17,8;2,44;30,4;2.345
4620201002 Pobla de Vallbona, la sección 01002;39,1;20,8;13,4;2,49;27,9;2.655
4620201003 Pobla de Vallbona, la sección 01003;42,8;17,7;20;2,46;28,7;1.945
4620201004 Pobla de Vallbona, la sección 01004;37,8;21,5;12,1;2,5;28,6;2.321
4620201005 Pobla de Vallbona, la sección 01005;36,3;23,7;6,8;2,71;23,3;2.472
4620201006 Pobla de Vallbona, la sección 01006;39,3;22,1;10,9;2,79;21;2.404
4620201007 Pobla de Vallbona, la sección 01007;34,3;28,5;5,2;2,93;17,9;2.849
4620201008 Pobla de Vallbona, la sección 01008;37,7;23,2;9,4;2,68;25,9;1.590
4620201009 Pobla de Vallbona, la sección 01009;39,1;20,6;13,8;2,52;28,6;2.539
4620201010 Pobla de Vallbona, la sección 01010;36,7;26,5;7,6;2,72;21,6;1.613
4620201011 Pobla de Vallbona, la sección 01011;31,6;29,8;3,8;2,9;18;1.410
46200 Pobla del Duc, la;45,6;14,6;23,9;2,5;26,7;2.544
4620001 Pobla del Duc, la distrito 01;45,6;14,6;23,9;2,5;26,7;2.544
4620001001 Pobla del Duc, la sección 01001;47,3;14;26,8;2,43;33,2;908
4620001002 Pobla del Duc, la sección 01002;44,6;14,9;22,4;2,55;22,9;1.636
46203 Pobla Llarga, la;43,9;16,6;20,9;2,52;25,1;4.434
4620301 Pobla Llarga, la distrito 01;43,9;16,6;20,9;2,52;25,1;4.434
4620301001 Pobla Llarga, la sección 01001;46,6;12,4;23,4;2,41;27,6;1.239
4620301002 Pobla Llarga, la sección 01002;41,6;19,8;18,4;2,6;22,6;1.923
4620301003 Pobla Llarga, la sección 01003;44,6;16;22,3;2,49;26,3;1.272
12094 Pobla Tornesa, la;39,7;22,5;14,7;2,53;29,9;1.212
1209401 Pobla Tornesa, la distrito 01;39,7;22,5;14,7;2,53;29,9;1.212
1209401001 Pobla Tornesa, la sección 01001;39,7;22,5;14,7;2,53;29,9;1.212
07044 Pobla, Sa;40;21,6;16,8;2,87;22,7;13.111
0704401 Pobla, Sa distrito 01;38,3;23,1;13,9;2,9;21,9;2.414
0704401001 Pobla, Sa sección 01001;38,3;23,1;13,9;2,9;21,9;2.414
0704402 Pobla, Sa distrito 02;39,9;20,8;15,7;2,74;24,7;2.879
0704402001 Pobla, Sa sección 02001;39,9;20,8;15,7;2,74;24,7;2.879
0704403 Pobla, Sa distrito 03;40;22,5;17,5;2,96;21,2;3.577
0704403001 Pobla, Sa sección 03001;40,8;21,5;19,1;2,97;19,4;1.117
0704403002 Pobla, Sa sección 03002;39,6;23;16,8;2,95;22,1;2.460
0704404 Pobla, Sa distrito 04;41,1;20,4;18,5;2,89;22,9;4.241
0704404001 Pobla, Sa sección 04001;41,9;19,6;19,3;2,82;24,8;1.861
0704404002 Pobla, Sa sección 04002;40,4;21;17,9;2,94;21,3;2.380
34131 Población de Arroyo;.;.;.;.;.;.
3413101 Población de Arroyo distrito 01;.;.;.;.;.;.
3413101001 Población de Arroyo sección 01001;.;.;.;.;.;.
34132 Población de Campos;54,1;10,2;37,5;1,91;47,6;128
3413201 Población de Campos distrito 01;54,1;10,2;37,5;1,91;48,2;128
3413201001 Población de Campos sección 01001;54,1;10,2;37,5;1,91;50,7;128
34133 Población de Cerrato;56,5;3,6;40,9;2,08;43,4;128
3413301 Población de Cerrato distrito 01;56,8;3,6;41,6;2,08;43,4;128
3413301001 Población de Cerrato sección 01001;57;3,6;43,2;2,08;43,4;128
24113 Pobladura de Pelayo García;56,5;4,3;40,9;2,11;35;373
2411301 Pobladura de Pelayo García distrito 01;56,8;4,3;41,6;2,11;35;373
2411301001 Pobladura de Pelayo García sección 01001;57;4,3;43,2;2,11;35;373
49160 Pobladura de Valderaduey;.;.;.;.;.;.
4916001 Pobladura de Valderaduey distrito 01;.;.;.;.;.;.
4916001001 Pobladura de Valderaduey sección 01001;.;.;.;.;.;.
49159 Pobladura del Valle;54,9;6,4;36,3;2,06;44,1;295
4915901 Pobladura del Valle distrito 01;54,9;6,4;36,3;2,06;44,1;295
4915901001 Pobladura del Valle sección 01001;54,9;6,4;36,3;2,06;44,1;295
13064 Poblete;35,6;26,2;9,6;2,69;27;2.619
1306401 Poblete distrito 01;35,6;26,2;9,6;2,69;27;2.619
1306401001 Poblete sección 01001;35,6;26,2;9,6;2,69;27;2.619
03901 Poblets, els;52,3;11,1;38;2,12;34,5;2.691
0390101 Poblets, els distrito 01;52,3;11,1;38;2,12;34,5;2.691
0390101001 Poblets, els sección 01001;52,3;11,1;38;2,12;34,5;2.691
19222 Pobo de Dueñas, El;56,5;7,3;40,9;1,82;47,6;128
1922201 Pobo de Dueñas, El distrito 01;56,8;7,3;41,6;1,82;48,2;128
1922201001 Pobo de Dueñas, El sección 01001;57;7,3;43,1;1,82;50,7;128
44185 Pobo, El;52,4;11,8;36,4;2,16;43,1;128
4418501 Pobo, El distrito 01;52,4;11,8;36,4;2,16;43,1;128
4418501001 Pobo, El sección 01001;52,4;11,8;36,4;2,16;43,1;128
43112 Poboleda;48,7;13,1;28,3;2,18;34,7;314
4311201 Poboleda distrito 01;48,7;13,1;28,3;2,18;34,7;314
4311201001 Poboleda sección 01001;48,7;13,1;28,3;2,18;34,7;314
32063 Pobra de Trives, A;53,6;9,2;36,5;2,14;38,7;2.047
3206301 Pobra de Trives, A distrito 01;53,6;9,2;36,5;2,14;38,7;2.047
3206301001 Pobra de Trives, A sección 01001;52;11;33,8;2,19;35,6;1.265
3206301002 Pobra de Trives, A sección 01002;56,1;6,4;41,1;2,06;43,4;782
27047 Pobra do Brollón, A;56,5;5,1;40,9;2,03;43,9;1.634
2704701 Pobra do Brollón, A distrito 01;56,8;5,1;41,6;2,03;43,9;1.634
2704701001 Pobra do Brollón, A sección 01001;56,8;6,4;42;2,09;45,4;754
2704701002 Pobra do Brollón, A sección 01002;57;4,1;43,2;1,98;42,7;880
15067 Pobra do Caramiñal, A;46,2;14,2;23,1;2,68;24,5;9.300
1506701 Pobra do Caramiñal, A distrito 01;45,8;13,6;22,1;2,53;26,4;1.573
1506701001 Pobra do Caramiñal, A sección 01001;45,8;13,6;22,1;2,53;26,4;1.573
1506702 Pobra do Caramiñal, A distrito 02;44;16,7;19,5;2,49;30,8;2.959
1506702001 Pobra do Caramiñal, A sección 02001;45,4;14,7;20,9;2,4;32,5;1.396
1506702002 Pobra do Caramiñal, A sección 02002;42,7;18,6;18,3;2,58;29,2;1.563
1506703 Pobra do Caramiñal, A distrito 03;48,2;13;25,7;2,73;21,2;1.480
1506703001 Pobra do Caramiñal, A sección 03001;48,2;13;25,7;2,73;21,2;1.480
1506704 Pobra do Caramiñal, A distrito 04;46,4;13,1;23,3;2,96;14,6;1.339
1506704001 Pobra do Caramiñal, A sección 04001;46,4;13,1;23,3;2,96;14,6;1.339
1506705 Pobra do Caramiñal, A distrito 05;48,3;12,3;27,1;2,9;20,8;1.949
1506705001 Pobra do Caramiñal, A sección 05001;48,1;12,3;27,3;2,82;23,6;823
1506705002 Pobra do Caramiñal, A sección 05002;48,5;12,3;27;2,96;18,7;1.126
36041 Poio;42,9;17,9;19,2;2,79;23,6;17.033
3604101 Poio distrito 01;42;19;18;2,84;22,2;13.012
3604101001 Poio sección 01001;42,2;18,4;17;2,6;26,9;1.238
3604101002 Poio sección 01002;45,1;15,2;22,7;3,04;18,2;1.756
3604101003 Poio sección 01003;43;19,6;21;2,91;22,6;1.789
3604101004 Poio sección 01004;41,3;19,7;18,1;2,64;26,7;919
3604101005 Poio sección 01005;42,6;17,7;18,9;3,08;16,7;1.940
3604101006 Poio sección 01006;41,3;20,3;18;2,97;17,8;2.056
3604101007 Poio sección 01007;37,5;23;9,5;2,61;29,4;1.636
3604101008 Poio sección 01008;42,4;18,1;18,2;2,7;23;1.678
3604102 Poio distrito 02;45,7;14,4;23,2;2,65;27,7;4.021
3604102001 Poio sección 02001;44,5;15,8;21,6;2,69;26;1.805
3604102002 Poio sección 02002;48,4;11,8;26,6;2,64;27,7;1.078
3604102003 Poio sección 02003;44,9;14,8;22,4;2,6;30,4;1.138
27046 Pol;53,8;8,3;36,2;2,47;29,5;1.609
2704601 Pol distrito 01;53,8;8,3;36,2;2,47;29,5;1.609
2704601001 Pol sección 01001;52,9;8,8;34,4;2,26;33,2;715
2704601002 Pol sección 01002;54,6;7,9;37,6;2,66;25,9;894
24114 Pola de Gordón, La;53,5;7,5;32,7;2,16;37;3.092
2411401 Pola de Gordón, La distrito 01;53,5;7,5;32,7;2,16;37;3.092
2411401001 Pola de Gordón, La sección 01001;52,7;9,1;31,2;2,22;36,3;1.439
2411401002 Pola de Gordón, La sección 01002;53,5;6;33;2,16;33,4;981
2411401003 Pola de Gordón, La sección 01003;55,4;6,1;35,6;2,05;43,3;672
39053 Polaciones;53,5;7,3;31,3;1,93;47,6;233
3905301 Polaciones distrito 01;53,5;7,3;31,3;1,93;48,2;233
3905301001 Polaciones sección 01001;53,5;7,3;31,3;1,93;50,7;233
45133 Polán;41,7;19,5;18,7;2,69;25,1;3.820
4513301 Polán distrito 01;42,8;18,5;21;2,65;25,2;1.695
4513301001 Polán sección 01001;42,8;18,5;21;2,65;25,2;1.695
4513302 Polán distrito 02;40,8;20,3;16,9;2,72;25;2.125
4513302001 Polán sección 02001;40,8;20,3;16,9;2,72;25;2.125
39054 Polanco;40,7;20,6;15,3;2,44;30,3;5.883
3905401 Polanco distrito 01;40,7;20,6;15,3;2,44;30,3;5.883
3905401001 Polanco sección 01001;41,5;21,9;18,1;2,51;29,1;2.343
3905401002 Polanco sección 01002;39,6;19,8;12,7;2,36;32,3;2.261
3905401003 Polanco sección 01003;41,4;19,5;14,8;2,46;28,7;1.279
34134 Polentinos;.;.;.;.;.;.
3413401 Polentinos distrito 01;.;.;.;.;.;.
3413401001 Polentinos sección 01001;.;.;.;.;.;.
22184 Poleñino;50;11;26,4;2,54;27,9;201
2218401 Poleñino distrito 01;50;11;26,4;2,54;27,9;201
2218401001 Poleñino sección 01001;50;11;26,4;2,54;27,9;201
18161 Polícar;47,8;9,4;27;2,26;41,5;278
1816101 Polícar distrito 01;47,8;9,4;27;2,26;41,5;278
1816101001 Polícar sección 01001;47,8;9,4;27;2,26;41,5;278
08167 Polinyà;37;24,2;10,6;2,9;16,7;8.442
0816701 Polinyà distrito 01;37;24,2;10,6;2,9;16,7;8.442
0816701001 Polinyà sección 01001;37,9;22,7;11;2,92;18,3;1.835
0816701002 Polinyà sección 01002;39;20,7;12,4;2,75;21,2;1.595
0816701003 Polinyà sección 01003;36,8;25,2;10,4;3;14;1.932
0816701004 Polinyà sección 01004;34,3;28,8;8,3;3,01;15,3;2.046
0816701005 Polinyà sección 01005;38,1;21,1;12,1;2,7;14,6;1.034
46197 Polinyà de Xúquer;43,1;18,5;19,9;2,49;26,4;2.472
4619701 Polinyà de Xúquer distrito 01;43,1;18,5;19,9;2,49;26,4;2.472
4619701001 Polinyà de Xúquer sección 01001;43,1;18,5;19,9;2,49;26,4;2.472
07042 Pollença;42,4;17,7;18,7;2,64;28,3;15.930
0704201 Pollença distrito 01;45,1;16,1;23,5;2,73;26,5;2.411
0704201001 Pollença sección 01001;44,7;16,4;23,3;2,65;28,6;1.010
0704201002 Pollença sección 01002;45,4;15,9;23,7;2,79;24,9;1.401
0704202 Pollença distrito 02;43,8;16,8;19,9;2,67;27;2.194
0704202001 Pollença sección 02001;43,8;16,8;19,9;2,67;27;2.194
0704203 Pollença distrito 03;41;18,6;16,6;2,61;29,4;9.006
0704203001 Pollença sección 03001;42;19,8;19,5;2,75;25,8;2.077
0704203002 Pollença sección 03002;41,4;17,6;17,4;2,71;25;2.049
0704203003 Pollença sección 03003;40,8;18,9;16,5;2,47;34;2.897
0704203004 Pollença sección 03004;39,7;17,9;12,8;2,56;30,4;1.983
0704204 Pollença distrito 04;43,9;16,7;20,7;2,64;27;2.319
0704204001 Pollença sección 04001;43,9;16,7;20,7;2,64;27;2.319
47121 Pollos;54,1;8,5;36,4;2,18;34,2;599
4712101 Pollos distrito 01;54,1;8,5;36,4;2,18;34,2;599
4712101001 Pollos sección 01001;54,1;8,5;36,4;2,18;34,2;599
03107 Polop;40,9;19,3;15,3;2,4;32,1;4.884
0310701 Polop distrito 01;40,9;19,3;15,3;2,4;32,1;4.884
0310701001 Polop sección 01001;42,2;17,8;16,9;2,34;36,3;2.419
0310701002 Polop sección 01002;39,6;20,8;13,7;2,47;27,7;2.465
18162 Polopos;40,2;16,3;15,7;2,75;28,7;1.690
1816201 Polopos distrito 01;40,2;16,3;15,7;2,75;28,7;1.690
1816201001 Polopos sección 01001;40,2;16,3;15,7;2,75;28,7;1.690
34135 Pomar de Valdivia;50,8;10,5;31,8;2,11;41,6;466
3413501 Pomar de Valdivia distrito 01;50,8;10,5;31,8;2,11;41,6;466
3413501001 Pomar de Valdivia sección 01001;50,8;10,5;31,8;2,11;41,6;466
50214 Pomer;.;.;.;.;.;.
5021401 Pomer distrito 01;.;.;.;.;.;.
5021401001 Pomer sección 01001;.;.;.;.;.;.
24115 Ponferrada;46,4;14,7;23,6;2,34;30,8;64.398
2411501 Ponferrada distrito 01;46,4;14,5;23,3;2,32;31;17.018
2411501001 Ponferrada sección 01001;47,4;12,6;25,8;2,37;28,2;1.645
2411501002 Ponferrada sección 01002;50,9;11,2;32,4;2,29;33,7;1.301
2411501003 Ponferrada sección 01003;43,4;18,3;17,9;2,24;35,7;1.764
2411501004 Ponferrada sección 01004;42,2;18,2;14,3;2,51;26;1.102
2411501005 Ponferrada sección 01005;48;13,6;25,4;2,3;32,4;1.754
2411501006 Ponferrada sección 01006;48,5;12,2;27;2,23;33;1.638
2411501007 Ponferrada sección 01007;51,2;11;33,7;2,2;32,8;1.647
2411501008 Ponferrada sección 01008;44,4;17;20;2,34;31,5;1.420
2411501009 Ponferrada sección 01009;43,2;15,2;14,2;2,41;27,6;1.200
2411501010 Ponferrada sección 01010;46,7;15,1;24,5;2,25;33,4;955
2411501011 Ponferrada sección 01011;46,6;13,5;25,9;2,36;29,9;733
2411501012 Ponferrada sección 01012;43,5;16,7;17,5;2,45;25,5;1.859
2411502 Ponferrada distrito 02;45,8;15,3;22,8;2,31;31,4;22.835
2411502001 Ponferrada sección 02001;48,5;11,8;25,4;2,29;27,9;1.529
2411502002 Ponferrada sección 02002;46;16,6;23,4;2,33;33,5;1.272
2411502003 Ponferrada sección 02003;49,6;12,9;30,3;2,19;36,8;1.270
2411502004 Ponferrada sección 02004;46,5;16,2;23,8;2,27;34,9;1.337
2411502005 Ponferrada sección 02005;47,2;13,7;24,6;2,34;32,4;1.575
2411502006 Ponferrada sección 02006;49,2;13,4;29;2,2;33,9;1.034
2411502007 Ponferrada sección 02007;48,4;12,2;26;2,16;35,2;1.487
2411502008 Ponferrada sección 02008;44,4;15,8;20,1;2,3;30,1;1.376
2411502009 Ponferrada sección 02009;53,4;9,3;39,3;2,33;25,5;1.042
2411502010 Ponferrada sección 02010;48;12,5;25,1;2,24;34,5;1.257
2411502011 Ponferrada sección 02011;52,5;11,6;36,3;2,16;36,9;888
2411502012 Ponferrada sección 02012;46,2;13,8;21,3;2,38;28,3;1.156
2411502013 Ponferrada sección 02013;47,7;11,8;24,4;2,35;30;1.940
2411502014 Ponferrada sección 02014;52,4;10,6;35,5;2,08;39,9;719
2411502015 Ponferrada sección 02015;43;13,5;13,3;2,63;20,7;1.433
2411502016 Ponferrada sección 02016;33,8;28,3;6,7;2,52;28,4;1.952
2411502017 Ponferrada sección 02017;35,9;25,1;8,5;2,35;30,5;1.568
2411503 Ponferrada distrito 03;46;15,1;22,7;2,35;31,3;11.108
2411503001 Ponferrada sección 03001;41;20,2;13,5;2,58;23;1.502
2411503002 Ponferrada sección 03002;48,8;13;29,1;2,31;31,8;1.495
2411503003 Ponferrada sección 03003;43;17,9;18,1;2,32;32,3;2.331
2411503004 Ponferrada sección 03004;44,1;16,2;20,4;2,42;32,6;1.152
2411503005 Ponferrada sección 03005;47,6;13,6;25,1;2,31;30,7;1.356
2411503006 Ponferrada sección 03006;47,1;13,2;23;2,17;37,8;1.694
2411503007 Ponferrada sección 03007;51;10,5;31,4;2,45;28,1;1.578
2411504 Ponferrada distrito 04;51;9,9;31;2,4;27,9;2.160
2411504001 Ponferrada sección 04001;50,6;10,5;30,3;2,44;26,3;1.513
2411504002 Ponferrada sección 04002;52;8,4;32,8;2,31;31,4;647
2411505 Ponferrada distrito 05;46,8;14,6;24,3;2,43;28;10.568
2411505001 Ponferrada sección 05001;45,8;16,3;23,1;2,31;33;2.027
2411505002 Ponferrada sección 05002;47,2;13,9;24,7;2,48;27,6;1.043
2411505003 Ponferrada sección 05003;48,9;14,4;29,5;2,42;30,2;1.364
2411505004 Ponferrada sección 05004;46,4;12,9;21,9;2,58;21,3;1.915
2411505005 Ponferrada sección 05005;51,8;9,3;30;2,3;30,1;756
2411505006 Ponferrada sección 05006;45,6;16,5;23;2,49;26,5;1.809
2411505007 Ponferrada sección 05007;45,6;15,4;22,6;2,4;27,8;1.654
2411506 Ponferrada distrito 06;54;8,5;35,4;1,99;46,1;709
2411506001 Ponferrada sección 06001;54;8,5;35,4;1,99;46,1;709
33050 Ponga;55,6;5,1;36,9;1,93;47,6;591
3305001 Ponga distrito 01;55,6;5,1;36,9;1,93;48,2;591
3305001001 Ponga sección 01001;55,6;5,1;36,9;1,93;50,7;591
43113 Pont d'Armentera, El;48,8;12,5;29,8;2,23;33,5;506
4311301 Pont d'Armentera, El distrito 01;48,8;12,5;29,8;2,23;33,5;506
4311301001 Pont d'Armentera, El sección 01001;48,8;12,5;29,8;2,23;33,5;506
25030 Pont de Bar, El;48,9;14,7;28;2,15;45,2;157
2503001 Pont de Bar, El distrito 01;48,9;14,7;28;2,15;45,2;157
2503001001 Pont de Bar, El sección 01001;48,9;14,7;28;2,15;45,2;157
17135 Pont de Molins;43,7;17;20,3;2,44;31,6;518
1713501 Pont de Molins distrito 01;43,7;17;20,3;2,44;31,6;518
1713501001 Pont de Molins sección 01001;43,7;17;20,3;2,44;31,6;518
25173 Pont de Suert, El;44,1;16,7;20,6;2,35;35,5;2.223
2517301 Pont de Suert, El distrito 01;44,1;16,7;20,6;2,35;35,5;2.223
2517301001 Pont de Suert, El sección 01001;42,9;17,9;18,6;2,38;34,8;1.588
2517301002 Pont de Suert, El sección 01002;47,1;13,7;25,5;2,26;37;635
08182 Pont de Vilomara i Rocafort, El;41,4;20,2;17,7;2,63;24,1;3.831
0818201 Pont de Vilomara i Rocafort, El distrito 01;41,4;20,2;17,7;2,63;24,1;3.831
0818201001 Pont de Vilomara i Rocafort, El sección 01001;41,4;20,2;17,7;2,63;24,1;3.831
36043 Ponte Caldelas;46,9;13,8;25,7;2,17;38,6;5.474
3604301 Ponte Caldelas distrito 01;47,1;14,4;26,2;2,18;39,2;2.576
3604301001 Ponte Caldelas sección 01001;44,2;17;21,6;2,47;31,5;1.192
3604301002 Ponte Caldelas sección 01002;49,6;12,2;30,2;1,97;44,4;1.384
3604302 Ponte Caldelas distrito 02;48,2;12,5;27,3;2,12;40,3;962
3604302001 Ponte Caldelas sección 02001;48,2;12,5;27,3;2,12;40,3;962
3604303 Ponte Caldelas distrito 03;46,2;13,7;24,2;2,2;37;1.936
3604303001 Ponte Caldelas sección 03001;46,9;12;25,7;2,26;36,5;760
3604303002 Ponte Caldelas sección 03002;45,7;14,8;23,2;2,17;37,3;1.176
36042 Ponteareas;42,2;18,4;17,8;2,29;33;22.833
3604201 Ponteareas distrito 01;40,2;20,4;14,7;2,47;29,1;14.292
3604201001 Ponteareas sección 01001;42,3;17,8;17,9;2,46;28,9;2.107
3604201002 Ponteareas sección 01002;40,3;20,2;14,8;2,57;27,1;1.563
3604201003 Ponteareas sección 01003;46,9;16,3;26,6;2,04;38;748
3604201004 Ponteareas sección 01004;46;16,5;25,4;2,01;40,4;661
3604201005 Ponteareas sección 01005;50,2;13,1;33,5;1,94;44,8;595
3604201006 Ponteareas sección 01006;38,8;23,4;13,7;2,61;26;1.780
3604201007 Ponteareas sección 01007;39;21,7;13,5;2,47;27,4;1.415
3604201008 Ponteareas sección 01008;40,1;17,2;12;2,55;27,3;1.438
3604201009 Ponteareas sección 01009;35,8;24,4;6,4;2,7;24;2.352
3604201010 Ponteareas sección 01010;37,2;22,4;10,5;2,63;25,8;1.633
3604202 Ponteareas distrito 02;45,2;15,3;21,8;2,04;38,1;1.895
3604202001 Ponteareas sección 02001;45;15,2;20,4;2;38;1.021
3604202002 Ponteareas sección 02002;45,4;15,3;23,5;2,09;38,2;874
3604203 Ponteareas distrito 03;45,4;15,8;23;2,01;38,6;3.581
3604203001 Ponteareas sección 03001;45,9;14,6;23,1;2,03;34,6;1.266
3604203002 Ponteareas sección 03002;45;16,1;23;2,05;40,7;1.154
3604203003 Ponteareas sección 03003;45,2;16,6;22,9;1,96;40,8;1.161
3604204 Ponteareas distrito 04;46;14,4;23,7;2,08;38,5;3.065
3604204001 Ponteareas sección 04001;45,8;13,6;21,3;2,04;39,4;887
3604204002 Ponteareas sección 04002;48,1;12,9;28,7;2,08;39,5;596
3604204003 Ponteareas sección 04003;45,4;15,3;23,1;2,1;37,7;1.582
15068 Ponteceso;51,3;10,7;32,5;2,48;29,3;5.509
1506801 Ponteceso distrito 01;50,6;11,6;32,3;2,6;27;1.538
1506801001 Ponteceso sección 01001;48,9;12,2;29;2,51;29,1;899
1506801002 Ponteceso sección 01002;52,8;10,6;36,8;2,73;23,9;639
1506802 Ponteceso distrito 02;50,5;11,4;31,1;2,58;27,3;2.364
1506802001 Ponteceso sección 02001;49,6;11,9;29,7;2,47;29,3;1.552
1506802002 Ponteceso sección 02002;52,2;10,5;33,9;2,82;22,9;812
1506803 Ponteceso distrito 03;53,1;8,7;34,7;2,26;33,8;1.607
1506803001 Ponteceso sección 03001;57;5,6;43,2;2,37;27,8;537
1506803002 Ponteceso sección 03002;50,7;10,3;30,1;2,21;36,6;1.070
36044 Pontecesures;43,3;15,6;18;2,69;24;3.035
3604401 Pontecesures distrito 01;43,3;15,6;18;2,69;24;3.035
3604401001 Pontecesures sección 01001;45,1;15,3;22,5;2,99;17,6;799
3604401002 Pontecesures sección 01002;42,6;15,7;16,4;2,6;26;2.236
15069 Pontedeume;47,4;13,4;25,2;2,55;27,6;7.692
1506901 Pontedeume distrito 01;45,5;15,1;22,2;2,45;30,7;4.322
1506901001 Pontedeume sección 01001;45;15,8;21,3;2,44;30;2.025
1506901002 Pontedeume sección 01002;45,4;15,9;22,4;2,47;32,4;716
1506901003 Pontedeume sección 01003;46,1;13,9;23,4;2,46;30,8;1.581
1506902 Pontedeume distrito 02;49,8;11,3;29;2,69;23,1;3.370
1506902001 Pontedeume sección 02001;49,3;10,9;29;2,62;22,2;1.300
1506902002 Pontedeume sección 02002;50;12;31;2,6;27,7;799
1506902003 Pontedeume sección 02003;50,1;11,1;27,6;2,82;21,1;1.271
32064 Pontedeva;56;6,8;39,1;2,06;40,7;512
3206401 Pontedeva distrito 01;56;6,8;39,1;2,06;40,7;512
3206401001 Pontedeva sección 01001;56;6,8;39,1;2,06;40,7;512
27048 Pontenova, A;54,4;7,7;36,8;2,31;32,9;2.252
2704801 Pontenova, A distrito 01;54,4;7,7;36,8;2,31;32,9;2.252
2704801001 Pontenova, A sección 01001;52,8;8,9;34,5;2,34;31,3;1.605
2704801002 Pontenova, A sección 01002;57;4,8;42,4;2,25;36,6;647
15070 Pontes de García Rodríguez, As;47,9;12,1;25;2,41;27,6;10.153
1507001 Pontes de García Rodríguez, As distrito 01;47,9;12,1;25;2,41;27,6;10.153
